48        84.647528
144        115.018071
240        122.830868
336        125.612592
432        123.978440
528        125.687697
624        123.444562
720        123.827756
816        124.762598
912        125.102195
1008        123.915791
1104        124.733685
1200        125.116749
1296        124.746000
1392        125.508321
1488        125.111529
1584        124.374717
1680        124.356426
1776        124.228163
1872        124.723909
1968        125.206831
2064        125.497299
2160        124.992995
2256        124.604847
2352        126.478509
2448        126.243856
2544        125.029110
2640        126.324607
2736        128.258279
2832        128.415188
2928        126.134352
3024        125.664801
3120        127.139508
3216        126.930220
3312        130.550476
3408        130.799130
3504        128.024689
3600        128.161890
3696        125.917650
3792        126.514678
3888        128.764677
3984        125.632704
4080        127.812749
