48        56.655809
144        102.229959
240        113.768882
336        118.173906
432        117.956602
528        119.628490
624        120.565757
720        116.456308
816        118.679022
912        120.583366
1008        120.655426
1104        123.572835
1200        123.211578
1296        123.527030
1392        125.203434
1488        124.572528
1584        125.479728
1680        125.523560
1776        126.091546
1872        126.325744
1968        126.675061
2064        125.848881
2160        127.021335
2256        127.236946
2352        126.606077
2448        126.979081
2544        127.451662
2640        127.223970
2736        126.830118
2832        127.248653
2928        127.228500
3024        127.915069
3120        128.428071
3216        129.032994
3312        128.349822
3408        128.456283
3504        128.887028
3600        128.165167
3696        128.202301
3792        128.060454
3888        127.766543
3984        127.977664
4080        126.992142
