48        0.166493
144        225.204324
240        290.878474
336        318.361201
432        442.974427
528        480.348366
624        471.495111
720        458.832121
816        445.327849
912        451.868235
1008        467.194539
1104        485.803558
1200        453.345727
1296        520.549928
1392        515.662824
1488        522.980396
1584        541.809869
1680        530.133473
1776        554.978265
1872        570.590728
1968        569.284100
2064        560.025509
2160        574.626902
2256        577.692010
2352        564.010175
2448        584.695620
2544        592.050390
2640        569.393122
2736        589.027794
2832        599.381962
2928        606.468338
3024        592.905543
3120        603.678741
3216        615.544054
3312        593.959635
3408        609.828833
3504        619.272320
3600        626.778394
3696        612.692737
3792        623.351220
3888        627.402509
3984        608.623589
4080        579.569344
