48        120.601982
96        124.724893
144        96.831209
192        114.206456
240        129.415179
288        122.641845
336        119.351457
384        113.342663
432        117.306297
480        119.760246
528        123.334667
576        116.712589
624        109.816189
672        111.161846
720        109.618313
768        91.320094
816        107.710519
864        106.298082
912        111.491974
960        99.785324
1008        111.469972
1056        105.586891
1104        109.406984
1152        88.986040
1200        107.256398
1248        105.299952
1296        105.777264
1344        91.017109
1392        98.584876
1440        94.743881
1488        91.741633
1536        47.761120
1584        81.591066
1632        69.697846
1680        71.659979
1728        49.866636
1776        61.126199
1824        47.923842
1872        52.513860
1920        31.622972
1968        44.658794
2016        37.056789
2064        40.088686
2112        29.949981
2160        36.224138
2208        31.752064
2256        33.977880
2304        24.838791
2352        32.410827
2400        38.970712
2448        39.395269
2496        36.863276
2544        38.075028
2592        37.010967
2640        37.382386
2688        34.991209
2736        36.870080
2784        36.303694
2832        35.659326
2880        35.649999
2928        35.801731
2976        35.269591
3024        35.574659
3072        22.106893
3120        36.235031
3168        34.675018
3216        34.835570
3264        34.441749
3312        35.009625
3360        34.352812
3408        34.419681
3456        33.067163
