48        35.338549
96        128.241198
144        118.578480
192        126.824552
240        125.771629
288        111.021695
336        112.817095
384        105.126646
432        107.471852
480        108.258700
528        112.751604
576        106.482117
624        110.440766
672        111.646169
720        106.761737
768        85.317976
816        107.210991
864        107.002828
912        107.136705
960        95.511251
1008        105.907878
1056        104.327047
1104        103.555634
1152        84.535730
1200        103.166572
1248        100.787505
1296        100.153051
1344        85.957743
1392        91.189765
1440        84.498954
1488        83.911377
1536        43.303015
1584        72.517594
1632        56.767161
1680        59.143985
1728        39.651096
1776        46.127967
1824        36.973905
1872        38.899444
1920        25.565422
1968        34.018734
2016        29.450179
2064        30.722954
2112        24.206823
2160        28.261149
2208        25.472908
2256        26.529393
2304        19.918251
2352        24.979104
2400        31.245712
2448        30.748487
2496        30.186610
2544        30.209729
2592        29.898883
2640        29.486824
2688        27.010416
2736        28.711035
2784        29.032606
2832        27.912403
2880        27.679565
2928        27.866039
2976        28.335076
3024        27.762400
3072        19.040923
3120        28.081923
3168        27.522055
3216        27.337235
3264        26.442468
3312        27.543912
3360        27.087337
3408        26.862690
3456        25.512344
