48        89.151160
96        127.016873
144        127.236409
192        126.967881
240        124.938430
288        123.846756
336        105.258494
384        93.775040
432        91.601053
480        89.637162
528        90.259172
576        87.144366
624        89.943449
672        87.682185
720        86.625517
768        68.112520
816        87.441094
864        84.595256
912        89.045161
960        88.452234
1008        88.728155
1056        88.022263
1104        86.453322
1152        75.723303
1200        81.923886
1248        74.366870
1296        83.544962
1344        52.697563
1392        82.457693
1440        71.710741
1488        67.751412
1536        38.687172
1584        63.958488
1632        33.586070
1680        40.462755
1728        27.326225
1776        30.332448
1824        26.465855
1872        26.824107
1920        26.555767
1968        27.251279
2016        25.923828
2064        25.269226
2112        26.230304
2160        26.296956
2208        25.256794
2256        25.169074
2304        26.620589
2352        25.081322
2400        24.442308
2448        23.736569
2496        25.028102
2544        24.715323
2592        24.786670
2640        24.186982
2688        25.773338
2736        24.942990
2784        24.595008
2832        25.083213
2880        25.029764
2928        24.855853
2976        24.775331
3024        24.422102
3072        17.526330
3120        25.267514
3168        24.624246
3216        24.050169
3264        24.547126
3312        24.340649
3360        24.743005
3408        24.098769
3456        24.256188
