56        98.411880
112        111.635120
168        110.787088
224        108.989939
280        108.030167
336        99.992635
392        100.688411
448        96.427115
504        92.030780
560        90.057478
616        86.103858
672        89.254315
728        87.727879
784        89.035269
840        87.388683
896        85.104061
952        89.910872
1008        90.434744
1064        88.858251
1120        91.363645
1176        87.956144
1232        85.890308
1288        78.364866
1344        78.951444
1400        58.826009
1456        58.159398
1512        56.499566
1568        51.277094
1624        62.558709
1680        49.392911
1736        54.480317
1792        37.160730
1848        53.848988
1904        47.984248
1960        53.444453
2016        44.600889
2072        52.016576
2128        42.282633
2184        52.076174
2240        39.442941
2296        43.563631
2352        40.633555
2408        41.327460
2464        38.527660
2520        41.972778
2576        41.164069
2632        37.721851
2688        34.722274
2744        38.376257
2800        40.325465
2856        35.771796
2912        37.294737
2968        36.688554
3024        38.851595
3080        35.790333
3136        34.658872
3192        35.369209
3248        38.950527
3304        35.495489
3360        36.465112
3416        33.846735
3472        39.666304
