4        16        46.208079
4        32        51.042414
4        48        52.382761
4        64        50.623185
4        80        53.174740
4        96        53.944779
4        112        54.751508
4        128        54.251027
4        144        55.019178
4        160        56.282960
4        176        57.259263
4        192        56.541916
4        208        57.634200
4        224        56.986151
4        240        58.653551
4        256        58.380618
4        272        59.145987
4        288        60.976686
4        304        61.130095
4        320        60.243296
4        336        61.705799
4        352        62.198393
4        368        62.247449
4        384        61.327399
4        400        62.338057
4        416        63.079988
4        432        63.302982
4        448        62.607691
4        464        63.283877
4        480        64.283727
4        496        63.999841
4        512        63.348727
8        16        60.141068
8        32        65.951406
8        48        70.599549
8        64        68.352531
8        80        70.465862
8        96        71.193114
8        112        73.289517
8        128        72.498805
8        144        74.847150
8        160        76.016274
8        176        77.067936
8        192        76.392125
8        208        78.223459
8        224        79.654436
8        240        80.199265
8        256        80.769806
8        272        81.077192
8        288        82.565076
8        304        82.193972
8        320        81.993504
8        336        82.213844
8        352        82.242137
8        368        83.321099
8        384        83.528389
8        400        83.589559
8        416        83.903865
8        432        83.896735
8        448        83.214040
8        464        85.299175
8        480        84.817263
8        496        85.528163
8        512        84.815524
12        16        74.941264
12        32        82.521491
12        48        83.646307
12        64        81.996107
12        80        84.976664
12        96        86.058498
12        112        87.370672
12        128        87.106646
12        144        87.666926
12        160        89.680311
12        176        91.501826
12        192        90.751434
12        208        91.792125
12        224        92.984519
12        240        92.616197
12        256        92.018080
12        272        93.164189
12        288        93.543382
12        304        93.350636
12        320        92.697636
12        336        94.257733
12        352        94.499856
12        368        94.356551
12        384        93.816151
12        400        94.553963
12        416        95.037467
12        432        95.920017
12        448        95.436610
12        464        95.650540
12        480        95.036118
12        496        96.358170
12        512        95.440173
16        16        80.714984
16        32        85.765635
16        48        89.734328
16        64        87.531760
16        80        88.582191
16        96        89.242530
16        112        89.716681
16        128        90.848407
16        144        91.983732
16        160        93.382513
16        176        92.484034
16        192        93.001221
16        208        93.562160
16        224        95.266363
16        240        93.968361
16        256        93.799265
16        272        94.981593
16        288        96.408381
16        304        94.225876
16        320        95.553871
16        336        94.087396
16        352        95.336649
16        368        95.286291
16        384        96.398078
16        400        95.154891
16        416        97.316124
16        432        95.799285
16        448        96.905156
16        464        96.495027
16        480        97.197913
16        496        96.596380
16        512        97.524149
20        16        81.274708
20        32        90.104707
20        48        91.049320
20        64        92.156535
20        80        91.234772
20        96        92.273002
20        112        94.747354
20        128        95.547384
20        144        95.271519
20        160        96.189477
20        176        97.908933
20        192        96.760264
20        208        97.844431
20        224        98.749072
20        240        98.039083
20        256        99.452924
20        272        98.818156
20        288        99.182931
20        304        99.695438
20        320        99.618639
20        336        99.639605
20        352        99.377492
20        368        100.194496
20        384        100.306673
20        400        100.492001
20        416        100.826989
20        432        100.329869
20        448        101.479823
20        464        100.825935
20        480        101.227757
20        496        100.246380
20        512        100.852057
24        16        86.716297
24        32        93.596812
24        48        97.408094
24        64        96.650992
24        80        97.458899
24        96        98.563003
24        112        99.601932
24        128        98.534295
24        144        100.546475
24        160        100.907327
24        176        100.884941
24        192        98.427744
24        208        102.009973
24        224        101.308083
24        240        101.868463
24        256        101.453449
24        272        103.119650
24        288        103.311994
24        304        103.467492
24        320        102.815654
24        336        103.670542
24        352        103.012697
24        368        103.295208
24        384        101.044571
24        400        101.845502
24        416        102.546273
24        432        102.963116
24        448        102.798882
24        464        102.666021
24        480        103.243405
24        496        103.461400
24        512        102.575215
28        16        88.999335
28        32        96.084936
28        48        99.016530
28        64        98.646350
28        80        99.478527
28        96        100.377425
28        112        101.394010
28        128        100.694042
28        144        102.615327
28        160        104.269759
28        176        104.860541
28        192        104.465001
28        208        104.787614
28        224        105.848639
28        240        105.835645
28        256        105.545702
28        272        105.538626
28        288        106.817167
28        304        106.510873
28        320        106.521105
28        336        106.004860
28        352        107.008468
28        368        106.380170
28        384        106.240673
28        400        104.352212
28        416        106.532067
28        432        107.327884
28        448        106.814187
28        464        106.782485
28        480        107.360970
28        496        107.520456
28        512        107.652379
32        16        95.356369
32        32        99.950164
32        48        103.944303
32        64        103.109722
32        80        104.178812
32        96        106.117495
32        112        106.329074
32        128        106.135028
32        144        106.567143
32        160        102.988944
32        176        107.840103
32        192        107.367680
32        208        107.908666
32        224        108.825558
32        240        108.643782
32        256        108.379966
32        272        108.655546
32        288        108.497165
32        304        108.812622
32        320        108.623722
32        336        107.827294
32        352        109.030479
32        368        109.348643
32        384        108.836190
32        400        109.571068
32        416        110.059284
32        432        109.439101
32        448        110.115872
32        464        110.146256
32        480        109.282576
32        496        108.683518
32        512        110.134240
36        16        97.012309
36        32        102.874856
36        48        101.731587
36        64        105.097616
36        80        105.893544
36        96        107.043979
36        112        107.657635
36        128        107.455879
36        144        107.966481
36        160        108.303907
36        176        107.844410
36        192        106.709006
36        208        108.698729
36        224        109.761143
36        240        109.364071
36        256        109.710691
36        272        106.368045
36        288        107.604730
36        304        109.427044
36        320        109.824125
36        336        109.095345
36        352        110.023476
36        368        108.021499
36        384        108.375344
36        400        108.903978
36        416        109.145700
36        432        108.555676
36        448        108.065493
36        464        107.515249
36        480        109.035324
36        496        109.794282
36        512        109.335849
40        16        95.383218
40        32        101.204108
40        48        105.090225
40        64        104.291216
40        80        105.725303
40        96        106.468001
40        112        103.830210
40        128        107.012971
40        144        107.160583
40        160        107.598895
40        176        108.228365
40        192        107.155024
40        208        108.258964
40        224        107.734748
40        240        107.915792
40        256        105.289261
40        272        108.342011
40        288        107.651898
40        304        108.502306
40        320        108.835041
40        336        108.207481
40        352        109.520195
40        368        109.186789
40        384        108.770717
40        400        109.965352
40        416        110.422431
40        432        110.299174
40        448        110.305917
40        464        110.777971
40        480        107.962288
40        496        110.887857
40        512        110.824928
44        16        97.012145
44        32        100.463351
44        48        105.923847
44        64        106.265839
44        80        107.748602
44        96        107.804862
44        112        107.809114
44        128        108.492755
44        144        109.039426
44        160        109.412796
44        176        109.815140
44        192        109.558693
44        208        110.680573
44        224        108.352793
44        240        107.919583
44        256        109.078438
44        272        108.735671
44        288        110.963031
44        304        109.989154
44        320        110.511253
44        336        110.431715
44        352        108.964333
44        368        110.455141
44        384        110.546836
44        400        110.026188
44        416        111.382902
44        432        111.416545
44        448        111.784283
44        464        110.809128
44        480        111.221438
